id_cpte,delqcycle1,delqcycle2,delqcycle3,delqcycle4,delqcycle5,delqcycle6,delqcycle7,delqcycle8,delqcycle9,delqcycle10,delqcycle11,delqcycle12,delqcycle13,avg_balance,avg_cashbalance,creditlimit_max,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8,lag9,lag10,lag11,lag12,lag13,date,num,avg_pay,total_reversal
10195847,1,0,1,0,0,1,0,0,1,0,1,0,0,780.0343,0.0,2300,27,25,24,24,24,24,26,24,26,22,24,27,23,19328,1,0.0,0
13078671,0,0,0,0,0,0,0,0,0,0,0,0,0,1169.6157,0.0,16400,12,10,10,10,8,12,8,10,14,7,10,11,11,20789,25,406.78879,0
76491997,0,0,0,0,0,0,0,0,0,0,0,0,0,153.035,0.0,700,19,14,18,14,18,20,19,17,17,14,21,20,19,20789,36,109.07472,0
97666336,0,0,0,0,0,0,0,0,0,0,0,0,0,2283.0156,0.0,12300,25,30,26,27,29,29,30,26,25,24,27,25,30,19328,12,2450.3157,0
22003458,0,0,0,0,0,0,0,0,0,0,0,0,0,359.23569,13.861428,600,7,5,12,9,8,5,10,8,11,5,10,12,6,20423,45,61.146225,0
61853646,0,0,0,0,0,0,0,0,0,0,0,0,0,5571.7671,0.0,7800,0,-1,5,2,1,-1,-1,1,4,-1,1,4,-1,20789,12,469.17502,0
34868317,0,0,0,0,0,0,1,0,0,0,1,2,0,1396.3308,281.47857999999997,2500,5,0,6,1,0,5,5,3,6,1,6,5,4,20423,12,160.49916000000002,0
25105689,0,0,0,0,0,0,0,0,0,0,0,0,0,52.5,0.0,18100,26,26,27,25,26,24,27,25,24,23,28,28,28,20058,61,178.50542,0
68557986,0,0,1,0,1,0,0,0,0,0,0,0,0,930.39709,7.5,5100,10,12,12,11,12,13,12,10,12,9,12,12,15,20789,19,694.65369,0
79543847,0,0,0,0,0,0,0,0,0,0,0,0,0,873.2371800000001,0.0,5500,26,23,25,24,24,26,23,23,25,23,23,24,24,19328,17,908.23407,0
76856535,0,0,0,0,0,0,0,0,0,0,0,0,0,608.03503,0.0,14100,2,-1,5,-1,-1,2,3,-1,4,-2,-1,4,-2,19693,12,563.99084,0
37609233,0,0,0,1,0,0,0,0,0,0,1,0,0,5809.6641,298.13501,6100,5,3,4,3,4,6,4,1,7,0,6,2,0,20058,10,449.35000999999994,0
90526240,0,0,0,0,0,0,0,0,0,0,0,0,0,1281.1135,0.0,5200,3,1,5,1,5,4,5,3,8,5,5,4,1,19693,16,1143.9819,0
83108623,0,0,0,1,0,1,0,1,0,0,0,1,0,2072.4956,0.0,2300,0,2,6,0,0,4,0,0,2,2,-1,5,2,19328,10,271.72101000000004,0
12609959,0,0,0,0,0,0,0,0,0,0,0,0,0,4374.9756,115.48213999999999,10200,11,9,12,12,9,11,9,14,11,8,14,15,12,19693,12,1507.4209,0
59209296,0,0,0,0,0,0,0,0,0,0,0,0,0,7398.8833,0.0,18300,2,1,4,1,2,2,0,-2,1,2,2,1,-1,19328,12,2750.0,0
79167082,0,0,0,0,0,0,0,0,0,0,0,0,0,1237.24,0.0,5100,10,6,11,8,5,5,9,5,8,9,7,8,9,19328,12,785.33331,0
33876370,0,0,0,0,0,0,0,0,0,0,0,0,0,958.77496,7.3821425000000005,1700,4,0,7,1,4,3,5,0,6,3,3,2,0,19328,42,133.15953000000002,0
75312905,0,0,0,0,0,0,0,0,0,0,0,0,0,845.0328400000001,0.0,10300,21,21,19,22,21,20,22,19,20,23,21,23,24,20058,12,862.55084,0
22028046,0,0,0,0,0,0,0,0,0,0,0,0,0,1612.49,0.0,18100,20,18,20,14,14,20,18,17,21,15,17,17,16,19328,12,1590.965,0
57458021,0,0,0,0,0,0,0,0,0,0,0,0,0,852.0228900000001,0.0,18300,18,12,16,13,12,16,13,13,18,12,13,19,13,19693,12,874.46661,0
60473992,0,0,1,2,0,0,0,0,0,0,0,0,0,10554.018,0.0,12800,2,5,4,5,2,6,6,4,7,4,4,7,1,20789,16,356.70627,0
24634779,0,0,0,0,1,0,0,0,0,0,0,0,1,687.39288,91.964287,1500,25,21,23,19,22,23,21,23,20,22,23,23,20,19693,22,136.52501,0
61698581,0,0,0,0,0,0,0,0,0,0,0,0,0,4498.4067,6.714285899999999,10300,19,18,21,14,14,17,15,17,17,14,20,18,15,19693,25,1093.016,0
93981993,0,0,0,0,0,0,0,0,0,0,0,0,0,823.4093,0.0,1200,24,18,19,19,18,19,21,21,18,17,20,25,19,19693,39,167.40334,0
84265487,0,0,0,0,0,0,0,0,0,0,0,0,0,961.18359,0.0,10100,3,1,5,-2,1,-2,3,-2,1,-2,-1,0,-1,20789,11,1058.8109,0
17007709,0,0,0,0,0,0,0,0,0,0,0,0,0,2692.1584,0.0,25300,5,1,7,1,5,3,5,4,7,4,8,4,1,19328,12,2783.7131,0
62468278,0,0,0,0,0,1,0,0,0,0,0,0,1,1098.5135,0.0,7100,27,26,26,27,26,29,27,30,28,23,29,25,29,19328,11,1093.9736,0
36807179,0,0,0,0,1,0,1,0,0,0,0,0,0,3799.4565,0.0,6000,8,7,9,6,9,8,10,9,13,9,12,12,6,20058,14,633.60858,0
57098245,0,0,0,0,0,0,0,0,0,0,0,0,0,192.44357,0.0,2300,26,24,26,21,24,26,22,20,22,20,26,26,25,19328,23,225.13,0
16493888,0,0,0,0,0,0,0,0,0,0,0,0,0,7231.5005,631.25146,9700,27,26,28,26,25,24,27,28,25,22,25,25,29,19693,18,657.84448,0
29632938,0,0,0,0,0,0,0,0,0,0,0,0,0,613.90857,0.0,10600,14,15,18,15,13,12,13,12,15,15,16,18,17,19328,29,328.1824,0
20615804,0,0,0,0,0,0,0,0,0,0,0,0,0,838.93213,0.0,18700,12,11,11,8,11,13,11,8,10,11,10,10,11,20423,12,848.3667,0
89750369,0,0,0,0,0,0,0,0,0,0,0,0,0,33.604286,0.0,4100,14,11,15,12,12,12,10,12,15,12,13,15,15,20058,26,77.746155,0
65118782,0,0,0,0,0,0,0,0,0,0,0,0,0,10637.458,8914.7725,22200,4,4,7,4,0,3,5,3,4,3,6,3,1,19693,12,1516.4266,0
50637991,1,2,0,1,0,1,1,2,0,0,0,0,0,648.22357,18.723572,800,14,16,15,13,15,15,13,13,16,15,16,18,13,20423,29,118.6731,0
92283329,0,0,0,0,0,0,0,0,0,0,0,0,0,220.34999,29.610001,1000,3,2,7,2,5,4,5,4,4,4,7,7,5,20058,21,133.81333999999998,0
87429208,0,0,0,0,0,0,0,0,0,0,0,0,0,20914.639,0.0,27200,5,3,3,4,1,3,4,0,7,0,3,6,1,19328,26,1677.5919,0
84102348,0,0,1,0,1,0,0,0,0,0,0,0,1,1125.5214,0.0,2200,1,-1,5,3,0,1,0,0,2,-1,3,2,0,19328,14,268.35715,0
91317877,0,0,0,0,0,0,0,0,0,0,0,0,0,1436.6637,0.0,17100,18,15,21,16,15,21,20,20,21,15,21,18,21,20423,19,243.3,0
52542497,0,0,0,0,0,0,0,0,0,0,0,0,0,2696.718,0.0,10200,26,22,24,25,24,24,23,27,24,22,27,28,22,19693,19,1780.6168,0
17857905,0,0,0,0,0,0,0,0,0,0,0,0,0,5158.4585,0.0,15100,6,8,5,3,8,5,7,5,9,6,8,4,5,19328,12,5413.7378,0
85708855,0,0,0,0,0,0,0,0,0,0,0,0,0,4576.5356,4.414285700000001,15300,7,9,8,5,6,8,7,8,11,6,6,11,5,20058,60,2053.1189,0
96735269,0,0,0,0,0,0,0,0,0,0,0,0,0,109.64071000000001,0.0,6400,4,3,5,0,2,1,1,2,2,2,3,1,-1,20058,23,439.65302,0
21959765,0,0,0,0,0,0,0,0,0,0,0,0,0,55.209998999999996,0.0,800,5,2,4,2,4,7,6,6,5,4,7,3,1,20789,34,96.12647199999999,0
74025972,0,0,0,0,0,0,0,0,0,0,0,0,0,902.57141,0.0,6600,28,27,29,23,27,25,27,30,29,26,29,29,30,19693,12,862.0849599999999,0
96835274,0,0,0,0,0,0,0,0,0,1,0,0,0,5474.9072,625.01428,18100,1,3,3,0,3,5,1,3,3,1,4,2,1,20058,37,349.60596,0
92152740,0,0,0,0,0,0,0,0,0,0,0,0,0,1097.9243,0.0,7800,16,18,21,17,15,19,19,14,21,15,18,21,16,19693,15,1394.6534,0
54071259,0,0,0,0,0,0,0,0,0,0,0,0,0,6666.6553,0.0,26300,14,16,15,12,12,15,17,15,16,12,17,16,16,20058,38,388.6337,0
30907300,0,0,0,0,0,0,0,0,0,0,0,0,0,1040.4164,1.6342857,3800,7,7,8,2,4,8,3,5,6,5,6,7,4,20058,24,557.52997,0
74270123,0,1,2,0,0,0,1,0,0,1,0,1,2,323.79572,5.7857141,400,21,16,22,15,18,21,17,21,18,15,21,22,18,19693,13,103.79615,0
67502916,0,0,0,0,0,0,0,0,0,0,0,0,0,777.49005,40.024998,1100,16,17,17,14,18,20,18,14,17,17,21,21,16,19693,33,130.13363999999999,0
96857733,0,0,0,0,0,0,0,0,0,0,0,0,0,861.5178800000001,0.0,6800,23,21,23,24,22,23,23,24,27,21,28,28,25,20789,1,0.0,0
27772015,0,0,0,0,0,0,0,0,0,0,0,0,0,1588.9407,21.428572,9100,24,19,18,17,21,22,17,22,18,20,22,21,19,19328,13,1582.3938,0
78136703,0,0,0,0,0,0,0,0,0,0,0,0,0,293.51785,0.0,1700,4,0,6,3,3,5,4,0,3,4,3,5,4,20423,17,352.00943,0
24120980,0,0,0,0,0,0,0,0,0,0,0,0,0,215.47215,0.0,4000,23,22,24,21,21,27,26,25,27,24,28,27,22,20058,35,328.1217,0
41399038,0,0,0,0,0,0,0,0,0,0,0,0,0,3722.7578,21.882858,6200,8,10,9,6,9,11,11,10,10,7,10,10,6,20423,26,1344.3077,0
41344929,0,0,0,0,0,0,0,0,0,0,1,0,1,1314.9993,0.0,15200,27,30,29,27,27,25,31,26,29,26,29,28,30,20058,10,1519.1741,0
37427074,0,0,0,0,0,0,0,0,0,0,0,0,0,13799.079,0.0,14100,24,24,23,25,22,26,23,25,23,21,24,28,22,20789,13,1243.1538,0
66345456,0,0,0,0,0,0,0,0,0,0,0,0,0,1031.0729,11.514285000000001,2300,23,20,22,21,20,25,23,20,26,23,26,26,21,19328,27,413.54332999999997,0
79715408,0,0,0,0,0,0,0,0,0,0,0,0,0,945.31213,0.0,3200,4,1,3,0,1,6,1,0,6,4,6,6,1,19693,32,420.00812,0
29455271,0,0,0,1,1,1,0,0,0,1,1,2,0,561.1236,4.328571299999999,1200,24,24,26,25,25,26,23,28,27,22,25,24,22,19693,28,135.62465,0
41905092,0,0,0,0,0,0,0,0,0,0,0,0,0,3026.2415,7.7914286,5100,12,8,14,10,8,9,11,10,10,8,11,14,8,19328,26,1009.1954,0
53197834,0,0,0,0,1,2,3,0,0,0,0,0,0,469.17715,0.0,700,21,22,23,23,22,19,22,23,19,20,20,25,24,19328,39,61.242306000000006,0
52393434,0,1,0,0,1,0,0,0,0,0,0,0,0,4861.4106,8.597143199999998,21300,18,13,16,16,16,18,15,17,20,14,19,20,14,20789,19,1420.0205,0
67556318,0,0,0,0,0,0,0,0,0,0,0,0,0,799.93359,73.346428,1100,16,11,13,13,12,12,10,12,12,12,13,18,15,20423,55,93.249275,0
44459953,0,0,0,0,0,0,0,0,0,0,0,0,0,1333.4208,0.0,8500,5,1,4,1,4,3,5,3,7,3,4,3,1,20058,12,1070.9325,0
68448082,0,0,0,0,0,0,0,0,0,0,0,0,0,479.88715,3.4357142,1100,3,2,4,1,2,2,3,-2,5,1,2,1,-2,19328,81,268.64679,0
77873904,0,0,0,0,0,0,0,0,0,0,0,0,1,2887.0256,360.17142,3500,19,14,16,13,13,16,14,14,17,16,16,17,14,19328,20,134.41451,0
92542170,0,0,0,0,0,0,0,0,0,0,0,0,0,1984.2678,203.76785,3800,22,22,20,20,19,23,22,22,22,22,23,22,23,20789,15,343.13800000000003,0
58925792,1,0,0,0,0,0,0,0,0,0,1,0,1,2409.1929,0.0,5300,20,15,18,19,18,17,20,17,18,18,21,21,22,20058,14,620.70789,0
53297549,0,0,0,0,0,0,0,0,0,0,0,0,0,1444.7142,0.0,9100,0,-1,2,2,-1,-2,2,1,2,1,2,4,-1,20789,12,1627.6742,0
26890324,0,0,0,0,0,0,0,0,0,0,0,0,0,413.01929,0.0,16300,0,1,4,-2,-2,-1,3,2,2,1,-2,1,2,20789,11,456.94275,0
20053233,0,0,0,0,0,0,0,0,0,0,0,0,0,3622.0015,168.97356000000002,10100,6,5,11,6,6,8,9,6,8,8,6,9,9,19328,15,638.40332,0
18391053,0,0,0,0,0,0,0,0,0,0,0,0,0,4276.8584,44.357143,7700,3,5,4,1,5,3,5,3,4,5,7,7,5,19693,13,453.76923,0
30142789,0,0,0,0,0,0,0,0,0,0,0,0,0,1053.12,0.0,11500,27,21,24,25,21,24,24,24,26,24,27,25,22,20423,15,1405.4214,0
41600162,0,0,0,0,0,0,0,0,0,0,0,0,0,1563.1344,34.534286,5100,5,5,7,4,1,6,2,7,7,1,5,4,2,19693,15,1274.0513,0
88982413,0,0,0,0,0,0,0,0,0,0,0,0,0,330.91855,68.378571,600,22,19,20,19,22,19,24,22,22,19,20,22,21,20423,50,193.58678999999998,0
31619348,0,0,0,0,0,0,0,0,0,0,0,0,0,302.31,0.0,1800,27,27,29,27,29,28,27,30,28,27,27,28,27,20058,55,170.53436000000002,0
66173357,0,0,0,0,0,0,0,0,0,0,0,0,0,32.44643,0.0,1100,16,11,15,10,12,12,11,14,12,10,16,14,15,19328,12,249.87666000000002,0
87157245,0,0,0,0,0,0,0,0,0,0,0,0,0,1367.2693,0.0,10200,6,6,9,9,6,8,6,6,12,9,9,8,9,20423,10,2131.895,0
78191285,0,0,0,0,0,0,0,0,0,0,0,0,0,310.64786000000004,0.0,7600,24,25,26,25,22,24,23,27,26,24,28,28,23,19693,13,507.0069,0
29032120,0,0,0,0,0,0,0,0,0,0,0,0,0,6479.4126,153.92857,6900,10,8,10,8,10,10,9,8,11,10,13,14,8,20423,13,333.1308,0
11978893,0,0,0,0,0,0,0,0,0,0,0,0,0,127.39643000000001,0.0,1100,23,24,23,21,21,25,23,24,26,23,23,27,25,19693,12,259.80667,0
84945017,0,0,0,0,0,0,0,0,0,0,0,0,0,421.10427999999996,9.7378569,1600,24,28,28,26,25,24,27,28,25,25,25,27,29,19693,46,225.0937,0
27245768,0,0,0,0,0,0,0,0,0,0,0,0,0,9721.3076,923.6749900000001,20300,8,7,9,7,6,9,11,7,10,10,10,12,7,20789,17,1485.9342,0
39050097,0,0,0,0,0,0,0,0,0,0,0,0,0,676.98499,0.0,7700,2,-2,1,2,1,-1,-1,-2,5,-2,-2,3,1,20789,12,677.09082,0
59315711,1,2,0,0,0,0,0,0,0,0,1,1,0,418.98929,63.132854,500,6,9,12,9,9,5,9,8,12,9,7,8,5,20423,29,119.09414,0
47428631,0,0,0,0,0,0,0,0,0,0,0,0,0,350.25287000000003,37.290714,600,4,4,7,0,1,6,1,1,6,4,7,5,0,19693,75,106.33093000000001,0
61398374,0,0,0,0,0,0,0,0,0,0,0,0,0,506.23287999999997,0.0,900,8,10,10,9,10,11,8,10,10,7,9,9,9,20058,17,133.60883,0
88878837,0,0,0,0,0,0,0,0,0,0,0,0,0,820.6535,0.0,5900,8,7,9,6,9,9,10,9,9,6,9,12,9,20058,12,747.52417,0
77023679,0,0,0,0,0,0,0,0,0,0,0,0,0,1878.7385,7.3571429,14100,15,12,16,16,16,12,14,13,18,16,16,19,13,19693,21,1125.6943,0
50075057,0,0,0,0,0,0,0,0,0,0,0,0,0,330.85497999999995,0.0,20300,17,13,16,15,15,16,14,16,16,13,17,15,14,19328,55,98.077812,0
57366432,0,0,0,0,0,0,0,0,0,0,0,0,0,1361.3177,285.22501,20200,7,7,12,7,9,8,11,9,10,10,9,10,9,19693,13,1219.3362,0
53203994,1,1,1,1,2,1,1,2,1,1,1,1,1,4606.6665,14.857142000000001,4500,10,8,12,6,5,8,10,6,12,9,9,12,6,19328,15,156.58667,0
65289009,0,0,0,0,0,0,0,1,0,0,0,1,0,1925.4935,3.1949999,2800,6,5,8,5,5,4,6,3,4,2,7,3,5,20058,21,163.33572,0
77390185,0,0,0,0,0,0,0,0,0,0,0,0,0,1163.7279,0.0,13200,15,15,18,13,16,16,13,16,16,15,16,19,13,19693,12,1288.4417,0
23415406,0,0,0,0,0,0,0,0,0,0,0,0,0,710.45355,5.1221428,3200,13,11,13,12,15,12,10,11,15,13,15,17,13,19693,11,561.6799900000001,0
54010805,0,0,0,0,0,0,0,0,0,0,0,0,0,3508.6062,309.64355,7800,24,29,25,26,26,25,31,30,28,24,26,25,27,20789,18,745.96387,0
32767939,0,0,0,0,0,0,0,0,0,0,0,0,0,4698.5537,97.608574,5100,4,-1,2,-1,2,1,0,0,3,2,3,2,3,20058,29,127.00276000000001,0
15899379,2,1,1,1,0,0,0,0,0,1,1,1,2,2079.0779,0.074999996,1800,18,16,17,16,13,16,17,17,19,17,17,17,18,20058,11,155.15454,0
85849699,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.7178,0.0,5200,13,8,13,10,8,9,12,11,10,8,10,10,8,20423,27,298.04812999999996,0
74058018,0,0,0,0,0,0,0,0,0,0,0,0,0,1416.9021,0.0,5200,10,12,11,9,8,14,12,10,15,8,15,11,14,19693,10,1921.2920000000001,0
50334124,0,0,0,0,0,0,0,0,0,0,0,0,0,804.8906900000001,11.928572,2400,10,9,9,6,6,9,10,6,13,10,13,10,6,20423,21,629.75525,0
46876909,0,0,0,0,0,0,0,0,0,0,0,0,0,5324.7188,189.05,6300,1,3,6,0,2,4,1,3,3,3,2,5,0,19328,40,479.577,0
50317770,0,0,0,0,0,0,0,0,0,0,0,0,0,11550.007,24.955714999999998,12200,28,26,26,23,30,28,30,27,25,23,26,29,29,20789,31,944.18579,0
88896156,0,0,0,0,0,0,0,0,0,0,0,0,0,536.9257200000001,0.0,9200,4,-1,3,2,2,1,4,0,6,0,3,1,-1,19693,12,591.5549900000001,0
93395435,1,0,0,1,0,0,1,0,0,0,0,0,0,3211.9199,688.46002,14100,21,18,18,18,19,18,19,20,21,16,22,18,18,20058,40,431.35000999999994,0
28052607,0,0,0,0,0,0,0,0,0,0,0,0,0,1191.4993,0.0,12800,18,12,18,15,13,15,17,16,18,15,13,18,17,20789,9,170.48221999999998,0
55794342,0,0,0,0,0,0,0,0,0,0,0,0,1,5396.4546,71.960716,5100,23,19,19,19,18,18,21,19,21,19,22,25,20,20423,26,877.24274,0
90821165,0,0,0,0,0,0,0,0,0,0,0,0,0,290.19,72.647141,6300,4,-1,6,3,0,2,1,-1,2,2,-1,4,0,20423,30,148.39033999999998,0
35051754,0,0,0,0,0,0,0,0,0,0,0,0,0,1105.9065,0.0,16200,7,5,9,5,9,9,6,5,11,6,9,11,5,19328,15,737.79797,0
51980959,0,0,0,0,0,0,0,0,0,0,0,0,0,1132.845,27.125715000000003,11500,12,11,11,10,10,13,9,8,10,8,11,13,11,20423,12,1206.9917,0
33588002,0,0,0,0,0,0,0,0,0,0,0,0,0,418.87143,2.8857142999999996,1100,21,18,20,20,22,23,22,23,23,23,20,22,23,19328,16,297.19437,0
78339400,0,0,1,0,0,0,0,0,0,1,0,0,0,153.68787,0.0,1400,-1,-1,4,-1,-1,-1,2,2,5,1,2,0,2,19693,10,309.668,0
76504548,0,0,0,0,0,0,0,0,0,0,0,0,0,276.30643,95.128578,600,4,3,2,-1,2,2,4,0,5,2,-1,1,-1,20058,20,190.97400000000002,0
28936360,0,0,0,0,0,0,0,0,0,0,0,0,0,468.95142000000004,0.0,2200,23,26,27,22,29,27,27,28,27,25,28,28,25,20423,12,476.16500999999994,0
13952322,0,0,0,0,0,0,0,0,0,0,0,0,0,3194.1379,0.0,7800,25,21,23,20,18,22,24,19,20,20,20,22,24,20789,14,89.50856800000001,0
75547230,0,0,0,0,0,0,0,1,0,0,0,0,0,4691.707,153.93929,8800,26,24,24,22,25,27,26,28,23,24,24,27,25,20789,11,394.8364,0
22364521,0,0,0,1,1,0,0,1,2,0,0,0,0,761.77496,126.98071000000002,800,25,24,22,21,24,25,23,23,25,24,26,24,22,20789,11,170.99818,0
13994928,0,0,0,0,0,0,0,0,0,0,0,0,0,6678.8999,20.416428,7100,14,12,16,9,14,12,13,14,13,13,13,14,13,19328,98,302.50347999999997,0
77335155,0,0,0,0,0,0,0,0,0,0,0,0,0,1029.8,0.0,5300,22,18,22,19,21,22,25,19,23,19,23,22,21,20058,14,1306.6506,0
11683832,0,0,0,0,0,0,0,0,0,0,0,0,0,273.90927,0.0,2300,23,20,23,23,20,23,23,23,25,20,23,24,24,20058,32,189.68657,0
79633229,0,0,0,0,0,0,0,0,0,0,0,0,0,7760.2749,46.146427,18800,17,12,16,16,12,13,17,15,18,12,17,18,16,19328,29,365.92761,0
15516506,0,0,0,0,0,0,0,0,0,0,0,0,0,771.7828400000001,0.0,8300,22,20,25,20,21,23,22,20,22,20,24,24,22,20058,12,566.77753,0
81886206,0,0,0,0,0,0,0,0,0,0,0,0,0,6148.5679,0.0,7100,20,15,18,14,14,17,18,18,17,14,17,21,19,20423,15,1685.7614,0
60798161,0,0,0,0,0,0,0,0,0,0,0,0,0,5513.5923,591.27716,10000,6,2,8,2,4,6,5,4,7,5,8,7,5,19693,15,1605.4946,0
25652600,0,0,0,0,0,0,0,0,0,0,0,0,0,447.44,0.0,500,3,1,4,1,5,7,5,3,8,1,7,6,1,20789,20,79.991501,0
73974114,0,1,0,0,1,0,0,0,0,0,0,0,0,12205.811000000002,146.24928,12100,9,8,12,6,9,9,6,5,9,6,9,11,8,20058,35,575.70483,0
38098512,0,0,0,0,0,0,0,0,0,0,0,0,0,796.4386,0.0,15200,7,7,12,7,6,9,11,10,13,7,12,13,6,20789,12,747.16748,0
53966599,0,0,0,0,0,0,0,0,0,0,0,0,0,782.8407,0.0,2500,15,16,17,14,13,19,18,13,16,16,17,20,14,20058,13,795.5061599999999,0
78380418,0,0,0,0,0,0,0,0,1,0,0,0,1,2787.5315,0.0,5600,25,27,29,23,29,25,27,29,26,26,26,26,29,19328,11,130.76183,0
61373930,0,0,0,0,0,0,0,0,0,0,0,0,0,4076.72,115.59571000000001,7600,24,26,24,26,28,27,28,28,25,23,28,24,28,19328,73,681.8596200000001,0
47587326,0,1,0,0,0,0,0,0,0,1,0,0,0,460.42142,0.0,9300,18,18,19,19,16,20,16,20,18,15,18,21,19,20789,12,447.14749000000006,0
36590043,0,0,0,0,0,0,0,0,0,0,0,0,0,1415.467,0.0,5700,24,18,19,20,22,19,17,19,18,19,19,21,20,20789,34,245.0553,0
62795978,0,0,0,0,0,0,0,0,0,0,0,0,0,293.98427999999996,0.0,1200,7,8,9,9,5,9,9,5,11,8,10,9,5,19693,25,235.6424,0
27338142,2,0,0,0,0,0,0,0,0,1,0,0,0,1729.8464,9.7314291,2600,0,2,2,-2,-1,1,0,1,1,2,1,3,1,20058,14,264.70215,0
38779743,0,0,0,0,0,0,0,0,0,0,0,0,0,1418.2307,7.214285899999999,15100,6,6,11,5,6,5,9,9,11,8,10,8,8,19328,13,1319.3777,0
28374450,0,0,1,0,1,0,0,0,1,0,1,0,1,2720.6648,0.0,4000,23,22,23,22,24,27,26,24,24,22,25,27,25,20423,10,81.729996,0
43815457,0,1,0,0,0,0,0,1,0,0,0,1,0,9956.3545,0.0,12600,9,5,12,5,8,8,7,9,12,9,7,11,5,20058,17,597.89648,0
52512322,0,0,0,0,0,1,0,0,0,0,0,0,0,14387.803,159.40929,15200,8,9,13,6,9,11,7,6,13,6,13,13,10,20423,36,420.41666,0
35841795,0,0,0,1,0,0,0,0,0,0,0,0,0,9310.2715,995.46075,16000,20,15,21,15,18,17,16,17,18,16,18,22,18,19693,41,501.78585999999996,0
83681425,0,0,0,0,0,0,0,0,0,0,0,0,0,206.01643,0.0,2200,19,17,20,13,13,16,18,14,17,13,20,17,17,19328,41,299.09634,0
70911050,0,0,0,0,0,0,0,0,0,0,0,0,0,1082.2635,0.0,1700,2,1,5,4,4,7,2,7,4,2,4,3,5,20789,56,86.314102,0
21276445,0,0,0,0,0,0,0,0,0,0,0,0,0,1454.635,0.0,6100,26,25,26,21,24,23,26,25,23,21,24,28,22,20058,14,1475.3322,0
81238957,0,0,0,0,0,0,0,0,0,0,0,0,0,361.91643999999997,0.0,4000,23,24,24,24,22,23,24,28,24,25,27,28,25,20058,16,177.25749,0
41876705,0,0,0,0,0,0,0,0,0,0,0,0,0,285.98001,0.0,800,28,29,26,23,26,26,30,26,25,23,30,29,29,19693,22,162.95909,0
42416403,0,0,0,0,0,0,0,0,0,0,0,0,0,1369.0857,0.0,6600,17,16,22,15,19,18,17,21,19,15,22,18,19,19328,81,512.21082,0
90448925,0,0,0,0,0,0,0,0,0,0,0,0,0,352.18643,0.0,2700,10,9,10,10,10,11,8,9,13,7,10,13,10,19693,23,737.28522,0
10351106,0,0,1,0,0,0,0,0,1,1,1,1,2,4260.0107,78.13072199999999,5800,15,13,17,17,17,19,14,14,17,14,19,16,14,20423,31,188.4216,0
