id_cpte,delqcycle1,delqcycle2,delqcycle3,delqcycle4,delqcycle5,delqcycle6,delqcycle7,delqcycle8,delqcycle9,delqcycle10,delqcycle11,delqcycle12,delqcycle13,avg_balance,avg_cashbalance,creditlimit_max,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8,lag9,lag10,lag11,lag12,lag13,default,date,num,avg_pay,total_reversal
10625197,1,0,0,0,1,0,0,0,0,1,0,0,1,917.91211,117.30858,1400,16,17,20,18,18,20,19,14,17,14,18,17,16,1,20423,11,405.28729,0
10631505,0,0,0,0,0,0,0,0,0,0,1,0,0,480.30643,38.513573,800,-1,-1,1,-2,1,2,0,1,2,1,1,4,2,1,20058,16,221.60312,0
10631611,0,0,0,0,0,0,0,0,0,0,0,0,0,1884.6522,0,20500,23,22,23,21,25,26,23,25,27,21,28,25,25,0,20423,12,1866.8258,0
10641761,0,0,0,0,0,0,0,0,0,0,0,0,0,970.54211,0,1800,19,13,19,13,13,16,17,16,17,17,17,17,14,0,19693,43,236.51302,0
10643520,0,0,0,0,0,0,0,0,0,0,0,0,0,905.47357,80.12072,1700,2,1,4,1,3,6,2,1,4,4,3,2,3,1,19328,35,88.835716,0
10648541,0,0,0,0,0,0,0,0,0,0,0,0,0,5509.3237,0,5400,14,12,16,15,13,15,17,13,18,15,14,19,17,0,20789,22,416.07321,0
10649937,1,0,0,0,1,0,0,0,0,0,0,0,0,1190.4357,0,1600,27,30,28,26,29,26,30,29,28,26,29,28,27,0,19328,23,242.22609,0
10660840,0,0,0,0,0,0,0,0,0,0,0,0,0,2333.6384,222.63286,2700,17,15,15,15,12,12,17,13,15,15,13,19,14,1,20423,77,196.26909,0
10668581,0,0,0,0,0,0,0,0,0,0,0,0,0,20729.615,0,20300,23,20,26,20,21,23,26,23,26,24,27,27,25,1,20058,12,474.67581,0
10668632,0,0,0,0,0,0,0,0,0,0,0,0,0,318.54001,0,12200,21,18,23,23,18,20,25,22,22,23,24,22,21,0,19328,27,654.52075,0
10672089,0,0,0,1,0,0,0,0,0,0,0,0,0,647.19141,41.162144,2300,20,18,17,14,18,20,15,18,20,17,21,20,18,0,19693,14,652.97571,0
10674014,1,0,0,0,0,0,0,0,0,0,0,0,0,395.01642,0,5200,2,1,7,3,4,5,5,0,7,4,4,5,3,0,19328,11,396.45184,0
10684474,0,0,0,0,0,0,0,0,0,0,0,0,0,321.56714,0,5200,27,29,25,25,25,27,24,25,25,25,29,28,29,0,20789,10,367.491,0
10686733,0,1,0,1,2,0,1,0,0,1,1,0,1,2561.0857,.14714286,2600,17,13,18,13,16,13,13,15,19,15,14,16,14,0,20058,9,293.93222,0
10689353,0,0,0,0,0,0,0,0,0,0,0,0,0,583.61786,0,3800,9,8,11,10,7,9,9,7,13,7,14,14,10,0,20789,13,607.29773,0
10696212,0,0,0,0,0,0,0,0,0,0,0,0,0,3414.605,0,18200,26,21,23,22,24,27,24,27,24,25,25,28,25,0,20789,16,2707.3699,0
10702222,0,0,0,0,0,0,0,0,0,0,0,0,0,597.00146,0,2800,4,-1,3,2,3,5,1,3,3,0,3,1,0,0,19693,17,803.30646,0
10706668,0,0,0,0,0,0,0,0,0,0,0,0,0,22.385,0,1100,13,10,10,11,11,13,12,11,13,8,11,14,8,0,20423,70,149.47429,0
10722715,0,0,0,0,0,0,0,0,0,0,0,0,0,5120.0552,33.318569,5200,9,8,10,7,10,10,8,11,14,8,14,10,8,0,19328,17,188.67058,0
10729643,0,0,0,0,0,0,0,0,0,0,0,0,0,1699.1344,8.4542856,2300,3,5,6,2,8,7,4,8,5,3,8,8,7,1,19693,26,183.67076,0
10734858,0,0,0,0,0,0,0,0,0,0,0,0,0,1690.1179,0,5200,17,16,22,18,16,21,17,18,19,15,18,18,19,0,20789,16,1340.3962,0
10743310,0,0,0,0,0,0,0,0,0,0,0,0,0,1438.6521,0,17200,1,2,2,-1,3,1,4,-1,3,-1,2,1,2,0,20789,12,1456.7842,0
10748155,0,0,0,0,0,0,0,0,0,0,0,0,0,1680.1873,8.9885712,7700,6,4,7,4,4,6,3,7,8,2,4,6,2,0,19328,14,347.80856,0
10751649,0,0,0,0,0,0,0,0,0,1,2,3,4,1036.8372,41.599998,1000,6,2,4,4,5,4,3,3,4,4,5,6,2,1,20423,12,444.18417,0
10760112,0,0,0,0,0,0,0,0,0,0,0,0,0,182.86427,0,1600,17,11,12,9,11,14,11,15,16,10,16,18,12,0,20789,26,210.36385,0
10767931,0,0,0,0,0,0,0,0,0,0,0,0,0,2064.8457,0,5100,26,29,24,22,29,28,27,25,27,26,29,24,25,0,20423,26,809.13153,0
10771107,0,0,0,0,0,0,0,0,0,0,0,0,0,846.84363,34.103573,1100,2,-1,5,2,-1,-2,2,1,1,2,1,0,2,1,19328,15,78.479332,0
10788233,0,0,0,0,0,0,0,0,0,0,0,0,0,1844.6357,437.62857,5300,26,23,25,21,23,22,26,23,26,24,23,26,25,0,19328,24,136.3,0
10791561,0,0,0,0,0,0,1,0,0,1,1,1,1,2462.0378,363.05356,2500,7,8,9,2,4,8,6,5,9,6,5,4,4,1,20789,27,707.14221,1
10792372,0,0,0,0,0,0,0,0,0,0,0,0,0,1461.63,14.00077,2800,16,19,16,15,20,17,18,19,18,19,18,19,17,1,19328,39,258.16104,0
10804320,0,0,0,0,0,0,0,0,0,0,0,0,0,1856.26,170.94214,2300,9,6,12,8,9,9,10,5,12,5,10,8,8,1,19693,91,403.34515,0
10838792,0,0,0,0,0,0,1,2,0,0,0,0,0,1667.2979,0,1700,24,19,23,22,22,22,22,23,23,23,23,26,24,0,20423,1,0,0
10858497,0,0,0,0,0,0,0,0,0,0,0,0,0,221.67929,0,1700,27,29,25,23,25,27,24,29,24,25,28,25,29,0,20423,33,234.79242,0
10871397,0,0,0,0,0,0,0,0,0,0,0,0,0,1927.4215,684.82288,18300,2,1,4,3,4,6,1,4,3,1,3,3,0,0,20789,11,1784.38,0
10871488,0,0,0,0,0,0,0,0,0,0,0,0,0,4195.8022,71.428574,7800,14,15,15,13,16,16,16,13,15,13,14,19,16,0,20789,13,3640.2307,0
10872947,0,0,0,0,0,0,0,0,0,0,0,0,0,1651.0599,406.72,5200,1,0,2,0,2,5,3,0,6,2,-1,4,2,1,20058,51,280.79077,0
10881527,0,0,0,0,0,0,0,0,0,0,0,0,0,1449.915,0,18200,13,11,10,7,11,13,8,11,14,11,13,11,7,0,20423,15,1509.5913,0
10891728,0,0,0,0,0,0,0,0,0,0,0,0,0,12145.007,30.265715,21100,23,25,25,26,25,25,25,26,25,26,28,27,29,0,20789,37,748.73651,0
10899676,1,0,0,0,0,0,0,0,0,0,0,0,0,7274.835,12.205,10700,12,11,14,8,7,9,12,11,13,8,14,11,8,1,19693,31,487.82419,0
10901375,0,0,0,0,0,0,1,0,0,0,0,0,0,1311.4373,0,5200,13,8,14,9,12,14,13,11,14,11,12,12,14,0,19693,22,655.41315,0
10917213,0,0,0,0,0,0,0,0,0,0,0,0,0,165.20642,0,1200,3,1,7,4,1,3,6,3,7,1,4,3,5,0,20789,12,83.78083,0
10921623,0,0,0,0,0,0,0,0,0,0,0,0,0,13428.31,10,13800,20,22,22,16,18,21,18,19,18,19,19,22,22,0,19693,18,398.77777,0
10931602,0,0,0,0,0,0,0,0,0,0,0,0,0,1351.6436,0,5200,10,12,15,9,12,14,10,11,14,12,12,11,11,0,19328,13,1243.147,0
10935620,0,0,0,0,0,0,0,0,0,0,0,0,0,1303.1765,0,14100,18,18,21,16,15,20,20,21,21,15,19,21,18,0,19693,15,1483.0894,0
10938092,0,0,0,0,0,0,0,0,0,0,0,0,0,413.52713,1.53,1100,-1,1,4,-2,-1,1,3,1,5,2,2,4,-2,0,20423,15,33.179333,0
10946424,0,1,0,0,0,0,1,2,0,0,0,0,0,1033.79,288.67786,1500,23,29,28,25,25,28,28,29,25,25,26,25,28,0,19693,11,404.58728,0
10953137,0,0,0,0,0,0,0,0,0,0,0,0,0,2983.5786,7.6514287,3300,5,2,5,5,2,7,2,3,4,5,4,6,1,0,19693,43,213.23233,0
10956668,0,0,0,0,0,0,0,0,0,0,0,0,0,1815.4293,31.449999,5200,17,16,19,16,19,20,17,20,19,18,18,21,22,0,20789,79,245.17709,0
10960775,0,0,0,0,0,0,0,0,0,0,0,0,0,1523.8143,0,5200,27,25,28,23,29,25,24,28,25,22,29,28,26,0,20058,12,1547.7008,0
10970113,0,0,0,0,0,0,0,0,0,0,0,0,0,3631.3906,0,4400,27,29,25,27,26,28,30,30,28,24,26,26,27,1,20423,12,462.63333,0
10975617,0,0,1,2,1,0,0,0,0,0,1,0,1,2544.73,52.287144,2600,13,8,11,10,7,12,12,11,14,8,11,10,11,1,19693,13,290.33844,0
10978414,0,0,0,0,0,0,0,0,0,0,0,0,0,2306.2815,0,6300,2,-1,1,2,-1,-1,0,1,4,-2,-1,0,-1,0,20789,13,2320.7307,0
10986617,0,0,0,0,0,0,0,0,0,0,0,0,0,13364.893,0,15300,16,15,13,12,14,12,14,14,12,13,15,18,13,0,19328,27,898.31482,0
11004708,1,0,0,0,1,0,0,0,0,0,0,0,1,1140.2665,0,5800,10,7,9,6,6,12,7,6,9,10,9,10,9,0,19328,12,1049.6208,0
11008110,0,0,0,0,0,0,0,0,0,0,0,0,0,7250.4585,1102.2507,8600,-1,2,4,1,1,-2,3,-1,4,2,-1,4,1,0,20423,16,200.1875,0
11010661,0,0,0,0,0,0,0,0,0,0,0,0,0,1903.2693,0,10200,26,21,26,23,20,22,23,21,22,23,27,26,21,0,19693,24,949.37915,0
11027773,0,0,0,0,0,0,0,0,0,1,0,0,0,746.49426,9.7699995,900,25,18,19,22,18,22,22,22,19,22,23,26,20,1,19693,27,260.05853,0
11028821,0,0,0,0,0,0,0,0,0,0,0,0,0,832.97717,0,5300,27,22,24,21,21,23,27,24,24,21,28,27,25,0,20423,14,1205.5643,0
11048406,0,0,0,0,0,0,0,0,0,0,0,0,0,67.629288,0,3300,4,4,8,5,4,7,7,7,5,6,8,5,4,0,20423,33,118.50152,0
11057521,0,0,0,0,0,0,1,0,0,0,0,0,0,422.09644,0,1100,4,8,8,3,8,8,3,7,9,3,8,5,4,0,20789,12,149.00999,0
11060083,0,0,0,0,0,0,0,0,0,0,0,0,0,777.99139,25.472143,1500,25,19,20,23,22,19,22,19,19,22,24,22,23,0,19328,92,114.73663,0
11096579,0,0,0,0,0,0,0,0,0,0,0,0,1,5833.6147,828.05072,15300,17,18,19,15,18,18,20,20,22,18,22,21,22,0,20789,25,976.67682,0
11113395,0,0,0,0,0,0,0,0,0,0,0,0,0,2819.7642,60.380714,5300,21,16,18,18,15,21,19,20,18,18,21,21,18,0,20058,31,161.85902,0
11116938,0,0,0,0,0,0,0,0,0,0,0,0,0,3103.4392,1211.2928,18200,16,15,13,12,12,14,13,11,13,12,12,17,16,0,19328,13,1884.5977,0
11144282,0,1,0,0,0,0,0,0,0,0,0,0,0,2972.3745,3,3200,21,21,19,20,18,18,18,18,21,17,22,22,19,0,20789,24,215.65875,0
11144570,0,0,0,0,0,0,0,0,0,0,0,0,0,699.83997,0,13000,0,2,5,2,-1,1,3,-2,1,2,-2,0,-1,0,19328,12,654.47162,0
11148492,0,0,0,0,0,0,0,0,0,0,0,0,0,789.12286,0,2700,16,12,16,12,11,12,14,14,16,13,12,17,16,0,20789,17,501.68411,0
11159734,0,1,0,0,0,0,0,0,0,1,0,0,0,1883.2021,0,2100,21,18,18,16,19,20,17,18,18,19,21,21,21,0,20058,15,190.50801,0
11168415,0,0,0,0,0,0,0,0,0,0,0,0,0,4820.1294,0,5200,28,29,29,24,27,26,30,30,26,26,26,25,29,1,20789,12,213.81667,0
11169171,0,0,0,0,0,0,0,0,0,0,0,0,0,4897.2886,12.065714,5200,8,9,10,10,9,8,7,6,10,10,9,13,10,0,19693,20,153.5,0
11201173,0,0,0,0,0,0,0,0,0,0,0,0,0,2042.0693,0,5300,13,12,13,9,12,14,11,11,16,9,16,18,15,0,20789,25,996.896,0
11205188,0,0,0,0,0,0,0,0,0,0,0,0,0,3362.8101,37.350712,6500,17,15,15,12,15,15,16,13,18,13,13,15,13,0,19693,28,1162.7965,0
11210748,0,0,0,0,0,0,0,0,0,0,0,0,0,989.49072,0,5200,26,29,24,26,28,25,27,29,27,26,29,27,29,0,20423,13,1078.8616,0
11228661,0,0,0,0,0,0,0,0,0,0,0,0,0,217.62785,0,5300,3,0,6,0,3,5,4,0,6,0,0,4,3,0,19328,37,268.15298,0
11228728,0,0,0,0,0,0,0,0,0,0,0,0,0,191.22714,0,1400,1,1,3,3,0,2,1,1,4,0,3,5,4,0,19328,13,314.91,0
11231068,0,0,0,0,0,0,0,0,0,0,0,0,0,35.497856,0,700,3,3,2,-1,0,5,0,0,5,3,0,1,2,0,19328,22,53.857727,0
11231856,0,0,0,0,0,0,1,0,0,0,0,0,0,463.98785,0,500,6,1,4,4,2,6,2,3,5,5,4,3,4,1,19693,19,86.945786,0
11245928,0,0,0,0,0,0,0,0,0,0,0,0,0,2780.2742,0,18100,4,3,5,-1,3,5,3,3,3,0,-1,1,0,0,20789,13,2681.1702,0
11253562,0,0,0,0,0,0,0,0,0,0,0,0,0,2174.5171,0,2600,27,26,24,25,26,28,25,26,28,25,29,28,25,0,20789,16,172.34375,0
11256067,0,0,0,0,0,0,0,1,1,0,0,0,0,5654.6865,2.3807144,6500,21,19,22,19,22,22,22,22,22,19,23,22,20,1,19328,14,343.70929,0
11257325,1,0,0,1,1,2,0,0,0,0,0,0,0,1728.5172,5.7142859,3800,22,24,25,24,20,23,25,24,26,21,27,26,21,0,20058,36,216.60529,0
11262871,0,0,0,0,0,1,0,0,0,1,0,0,0,496.60001,0,600,24,28,28,25,29,28,28,26,27,22,26,27,26,1,20789,38,51.656055,0
11273912,0,0,0,0,0,0,1,0,0,0,0,0,0,3456.5386,0,3800,23,21,27,24,25,26,23,24,24,24,28,25,26,0,19693,24,151.80125,0
11274610,1,2,0,0,0,0,0,0,0,0,0,0,0,511.28427,2.8571429,800,7,9,11,8,6,8,9,5,11,8,7,9,6,0,20789,47,132.33488,0
11277290,0,0,0,0,0,0,0,0,0,0,0,0,0,2085.5601,0,15200,22,19,19,22,22,22,21,19,22,23,24,25,23,0,19328,32,786.67786,0
11284133,0,0,0,0,0,0,0,0,0,0,1,0,1,1549.2821,72.032852,2100,21,19,19,18,15,21,19,21,21,19,19,19,21,0,20789,21,1388.3933,0
11323682,0,0,0,0,0,0,0,0,0,0,0,1,0,2538.158,785.92719,20300,8,10,9,6,10,8,8,7,12,7,10,9,6,0,19328,14,4681.4751,0
11335031,0,0,0,0,0,0,1,0,0,0,0,0,0,1739.5614,180.00928,5100,3,4,8,5,5,6,2,4,4,4,8,7,4,0,20789,16,1182.6825,0
