ID_CPTE,PERIODID_MY,Default
17689127,2016-12-01,0
60707598,2013-12-01,0
82418365,2016-12-01,0
94347274,2014-12-01,0
20796257,2013-12-01,0
94257896,2016-12-01,0
32672296,2015-12-01,0
50381393,2013-12-01,0
55613876,2013-12-01,0
29217168,2013-12-01,0
62775007,2013-12-01,0
23622190,2016-12-01,0
66801247,2014-12-01,0
17993245,2015-12-01,0
63065302,2016-12-01,0
41467061,2015-12-01,0
41967190,2013-12-01,0
92277994,2015-12-01,0
56972217,2016-12-01,0
36100891,2016-12-01,0
10689353,2016-12-01,0
59776762,2013-12-01,1
94410898,2012-12-01,0
40857222,2014-12-01,0
47146457,2015-12-01,0
53298616,2013-12-01,0
28259595,2012-12-01,0
55618301,2016-12-01,0
37653175,2013-12-01,0
47053151,2012-12-01,0
18237137,2013-12-01,0
27285914,2015-12-01,0
29427333,2014-12-01,0
19539219,2013-12-01,0
27663911,2012-12-01,0
23597093,2014-12-01,0
81381343,2013-12-01,0
47446807,2012-12-01,0
56152106,2012-12-01,0
99688932,2016-12-01,0
45098784,2015-12-01,0
40761636,2012-12-01,0
90183804,2016-12-01,0
37719777,2014-12-01,0
67141020,2014-12-01,0
28710728,2016-12-01,1
49864386,2013-12-01,0
23406000,2012-12-01,0
59233457,2016-12-01,0
89419928,2015-12-01,0
76210996,2012-12-01,0
71844274,2016-12-01,0
26458990,2012-12-01,0
53633447,2016-12-01,0
32768557,2016-12-01,0
90042333,2016-12-01,0
62952350,2012-12-01,0
77702918,2012-12-01,0
92836317,2015-12-01,0
21979941,2014-12-01,0
66822080,2016-12-01,0
86723087,2016-12-01,0
41619377,2014-12-01,0
86231103,2014-12-01,0
86209088,2012-12-01,0
82247442,2014-12-01,0
98462062,2013-12-01,0
63004676,2013-12-01,0
42317685,2014-12-01,0
86994259,2016-12-01,0
39850539,2015-12-01,0
80153812,2016-12-01,0
44488128,2015-12-01,0
71743176,2016-12-01,0
16989442,2014-12-01,0
42925010,2013-12-01,0
42157357,2014-12-01,0
42028765,2015-12-01,0
42429999,2012-12-01,0
30412022,2012-12-01,0
93810831,2013-12-01,0
41211922,2016-12-01,0
30718302,2012-12-01,0
16895001,2015-12-01,0
50410352,2012-12-01,0
33074859,2014-12-01,0
24831182,2015-12-01,0
99580826,2016-12-01,0
37639281,2012-12-01,0
26296156,2016-12-01,0
15527211,2014-12-01,0
93193173,2012-12-01,0
99648847,2013-12-01,0
27030196,2013-12-01,0
99653541,2016-12-01,0
30694310,2013-12-01,0
35651381,2012-12-01,0
88577478,2015-12-01,0
73212964,2012-12-01,0
83225409,2013-12-01,0
27562627,2013-12-01,0
43867216,2016-12-01,0
72866865,2015-12-01,0
10431787,2012-12-01,0
81068502,2015-12-01,0
45874434,2016-12-01,0
32403369,2015-12-01,0
50174836,2016-12-01,0
48716389,2016-12-01,0
12900289,2014-12-01,0
26890324,2016-12-01,0
61457574,2015-12-01,0
44283052,2016-12-01,0
20869083,2015-12-01,0
76971572,2016-12-01,0
84279471,2016-12-01,1
95886181,2016-12-01,0
72048004,2013-12-01,0
18555583,2014-12-01,0
58191993,2012-12-01,0
27771504,2014-12-01,0
29281620,2015-12-01,0
87934431,2015-12-01,0
21464505,2013-12-01,0
77125328,2015-12-01,0
82756067,2015-12-01,0
17382159,2015-12-01,0
18655049,2016-12-01,0
76321367,2012-12-01,0
79385565,2015-12-01,0
46794706,2014-12-01,0
64214011,2014-12-01,0
66550404,2016-12-01,0
65860216,2013-12-01,1
60897155,2012-12-01,0
23415406,2013-12-01,0
73050743,2015-12-01,0
27367636,2015-12-01,0
78271402,2016-12-01,0
63198099,2016-12-01,0
89295963,2015-12-01,0
39927499,2013-12-01,0
80554917,2014-12-01,0
49262094,2012-12-01,0
28108308,2016-12-01,0
78299204,2015-12-01,0
43395571,2012-12-01,0
39812789,2014-12-01,0
11584702,2012-12-01,0
98896498,2016-12-01,0
86435199,2013-12-01,0
57628717,2013-12-01,1
85226485,2012-12-01,0
63853401,2016-12-01,0
31461302,2016-12-01,0
58979062,2014-12-01,0
77812300,2014-12-01,1
98517899,2016-12-01,0
20339541,2015-12-01,0
51768351,2015-12-01,0
24696006,2016-12-01,0
97058988,2012-12-01,0
36529581,2014-12-01,0
24770017,2014-12-01,0
21496039,2016-12-01,0
55267559,2012-12-01,0
75781619,2013-12-01,0
42561236,2013-12-01,0
13737126,2012-12-01,0
94166766,2015-12-01,0
45849839,2013-12-01,0
80062725,2013-12-01,0
88737665,2016-12-01,0
96821431,2016-12-01,0
93086734,2016-12-01,0
53592037,2013-12-01,0
17788751,2014-12-01,0
30825183,2013-12-01,0
69542978,2015-12-01,0
50762731,2013-12-01,0
36231353,2014-12-01,0
98522411,2016-12-01,0
14858716,2012-12-01,0
54438889,2013-12-01,0
29632938,2012-12-01,0
18517182,2014-12-01,0
96916412,2015-12-01,0
74303633,2014-12-01,0
26548507,2012-12-01,0
80133669,2013-12-01,0
78169720,2016-12-01,0
95510550,2016-12-01,1
22873778,2014-12-01,0
30168119,2012-12-01,0
63373226,2015-12-01,0
39596652,2015-12-01,0
45436463,2014-12-01,0
44774391,2013-12-01,0
59482763,2014-12-01,0
34260112,2015-12-01,0
43388207,2012-12-01,0
48086324,2014-12-01,0
36592701,2013-12-01,0
36320257,2013-12-01,0
60774353,2015-12-01,0
87585811,2014-12-01,1
15692232,2012-12-01,0
16980657,2014-12-01,0
13975413,2016-12-01,0
34387541,2013-12-01,1
96973042,2013-12-01,1
63697007,2014-12-01,0
87737564,2012-12-01,0
85666595,2016-12-01,0
21881488,2012-12-01,0
21250243,2012-12-01,0
22938905,2012-12-01,0
50747317,2012-12-01,0
27975781,2013-12-01,0
90617396,2013-12-01,0
29348660,2013-12-01,0
54089455,2012-12-01,1
14807890,2014-12-01,0
25129943,2013-12-01,1
41835002,2014-12-01,0
69638319,2015-12-01,0
66031356,2016-12-01,0
57895262,2016-12-01,0
69617151,2015-12-01,0
49005036,2014-12-01,0
69900053,2014-12-01,0
62836831,2016-12-01,0
77401943,2012-12-01,0
36995798,2012-12-01,0
37619301,2016-12-01,0
39999826,2015-12-01,0
88388955,2012-12-01,0
32821790,2012-12-01,0
46377202,2015-12-01,0
75854347,2013-12-01,0
96215128,2015-12-01,0
38098512,2016-12-01,0
54285429,2015-12-01,0
92334371,2016-12-01,0
94653654,2016-12-01,0
15282444,2012-12-01,0
51749482,2014-12-01,0
83963562,2012-12-01,0
14236567,2013-12-01,0
41678325,2014-12-01,0
94175177,2013-12-01,0
90072709,2016-12-01,0
93291643,2012-12-01,0
90304665,2014-12-01,0
39160728,2013-12-01,0
32676458,2013-12-01,0
15670422,2012-12-01,0
81972639,2016-12-01,0
38817062,2012-12-01,0
26562632,2014-12-01,0
94147317,2012-12-01,1
99114688,2013-12-01,0
50043819,2016-12-01,0
32920831,2015-12-01,0
90705312,2015-12-01,0
45364947,2016-12-01,0
77164409,2014-12-01,0
61272202,2016-12-01,0
74203817,2016-12-01,0
89815790,2013-12-01,0
63791520,2016-12-01,1
19215014,2013-12-01,0
14919425,2012-12-01,0
34274041,2015-12-01,0
70754888,2014-12-01,0
79389604,2012-12-01,0
49673564,2016-12-01,0
64256724,2012-12-01,0
66001027,2016-12-01,0
81525858,2012-12-01,0
28624503,2015-12-01,0
22778169,2016-12-01,1
47036141,2013-12-01,0
13790629,2014-12-01,0
92280794,2013-12-01,0
39122596,2013-12-01,0
63993074,2012-12-01,0
84772804,2016-12-01,0
41993838,2014-12-01,1
34183618,2012-12-01,0
28528818,2014-12-01,0
18272588,2016-12-01,0
96180439,2012-12-01,0
16760642,2014-12-01,1
52928938,2014-12-01,1
64836321,2016-12-01,0
94313947,2013-12-01,0
25944470,2013-12-01,0
87362671,2013-12-01,0
48238876,2012-12-01,0
81988065,2016-12-01,0
75769503,2015-12-01,0
14898185,2015-12-01,0
60780890,2012-12-01,0
26712862,2014-12-01,0
12964802,2014-12-01,0
51975428,2014-12-01,0
39911525,2015-12-01,0
55460339,2013-12-01,0
45966791,2012-12-01,1
99163478,2015-12-01,0
24978512,2014-12-01,0
96393416,2013-12-01,1
62860489,2013-12-01,0
56655896,2014-12-01,0
80076847,2012-12-01,0
53009046,2013-12-01,1
82490045,2016-12-01,0
64187615,2016-12-01,0
41052503,2013-12-01,0
70727610,2015-12-01,0
29461525,2016-12-01,0
41628575,2014-12-01,0
29129318,2014-12-01,0
54762008,2013-12-01,0
30171910,2013-12-01,0
72835500,2015-12-01,0
17415220,2016-12-01,0
83069795,2012-12-01,0
41292986,2012-12-01,0
83602588,2013-12-01,0
80483167,2013-12-01,0
57674316,2015-12-01,1
40227426,2012-12-01,0
44337455,2014-12-01,0
20572362,2014-12-01,0
22378458,2013-12-01,0
47943133,2013-12-01,0
38482652,2012-12-01,0
55898522,2013-12-01,1
88794898,2016-12-01,0
89249448,2014-12-01,0
57766087,2015-12-01,0
48691364,2016-12-01,1
60244307,2012-12-01,0
82717301,2014-12-01,0
74195986,2013-12-01,1
61560320,2012-12-01,0
16305729,2014-12-01,0
73118741,2013-12-01,0
69344375,2016-12-01,0
53292868,2015-12-01,1
41853718,2013-12-01,0
63357357,2016-12-01,0
36404275,2016-12-01,0
40694407,2013-12-01,0
83808781,2016-12-01,0
11860518,2014-12-01,0
43901668,2016-12-01,0
93501811,2013-12-01,0
46892348,2015-12-01,0
79986256,2016-12-01,0
68804449,2016-12-01,0
89582862,2016-12-01,0
33637434,2012-12-01,0
57600557,2016-12-01,0
36178853,2012-12-01,0
54805353,2013-12-01,0
92395021,2013-12-01,1
68339934,2016-12-01,0
87786131,2012-12-01,0
33390509,2013-12-01,0
31169597,2016-12-01,0
47875601,2012-12-01,0
37693690,2016-12-01,1
32012248,2016-12-01,0
10358554,2016-12-01,0
44001583,2013-12-01,1
50987693,2016-12-01,0
54019824,2012-12-01,0
17835313,2012-12-01,1
32771087,2015-12-01,1
24174917,2016-12-01,0
74215037,2013-12-01,0
46743195,2015-12-01,1
46022045,2012-12-01,0
61078394,2016-12-01,0
61595519,2013-12-01,0
14167426,2016-12-01,0
81085066,2015-12-01,0
40645806,2013-12-01,0
92365641,2013-12-01,0
38093044,2015-12-01,1
36044372,2014-12-01,0
16753775,2012-12-01,0
15728406,2014-12-01,0
84322292,2013-12-01,0
55056479,2016-12-01,0
74958431,2013-12-01,0
28010399,2013-12-01,0
99453155,2014-12-01,0
62260529,2016-12-01,0
54397091,2012-12-01,0
27265231,2014-12-01,0
84171181,2014-12-01,1
87349621,2016-12-01,0
66987118,2014-12-01,0
47282541,2012-12-01,0
51209903,2015-12-01,0
71006767,2014-12-01,1
23456932,2016-12-01,0
32868099,2016-12-01,0
12258424,2012-12-01,0
75608778,2012-12-01,0
30877484,2014-12-01,0
45834062,2015-12-01,0
73014765,2014-12-01,0
13398756,2016-12-01,0
28173661,2013-12-01,0
21136855,2012-12-01,0
91916912,2015-12-01,0
19243020,2016-12-01,0
66988364,2015-12-01,1
50998803,2012-12-01,0
23230620,2016-12-01,0
29806723,2013-12-01,0
75708826,2013-12-01,1
78296135,2016-12-01,0
36247523,2016-12-01,0
14460305,2016-12-01,0
81500379,2013-12-01,0
98406096,2012-12-01,0
21364283,2016-12-01,0
44040784,2014-12-01,1
60300277,2013-12-01,0
32812102,2016-12-01,0
18654761,2015-12-01,0
36436356,2012-12-01,0
17977220,2014-12-01,0
78339400,2013-12-01,0
33467149,2014-12-01,1
33284016,2012-12-01,0
82435157,2014-12-01,0
63983185,2013-12-01,0
66426139,2015-12-01,1
28085561,2016-12-01,0
99404878,2014-12-01,0
70862259,2015-12-01,0
43134115,2012-12-01,0
90344634,2012-12-01,1
34126162,2015-12-01,0
85492571,2015-12-01,0
27463148,2016-12-01,0
25374215,2015-12-01,0
16629971,2016-12-01,1
68890896,2015-12-01,0
61438497,2014-12-01,0
24080974,2013-12-01,0
38344332,2013-12-01,0
37792343,2012-12-01,0
29118701,2013-12-01,0
86555426,2015-12-01,0
89359484,2014-12-01,0
75757845,2013-12-01,0
25497964,2016-12-01,0
94402515,2014-12-01,0
13028737,2015-12-01,0
16756085,2016-12-01,0
25411193,2014-12-01,0
95297422,2013-12-01,0
97161449,2016-12-01,0
23671113,2014-12-01,0
76901694,2013-12-01,0
63140966,2016-12-01,0
21096699,2015-12-01,0
81448203,2012-12-01,0
35853295,2015-12-01,0
10838792,2015-12-01,0
62975970,2016-12-01,0
25259157,2016-12-01,0
85794404,2014-12-01,1
69536318,2015-12-01,0
96742543,2015-12-01,0
53534983,2014-12-01,0
67152143,2012-12-01,0
61375328,2016-12-01,0
49713428,2016-12-01,0
41287057,2013-12-01,0
91194223,2014-12-01,0
95315165,2014-12-01,1
29032120,2015-12-01,0
19639547,2012-12-01,0
41676182,2015-12-01,1
71681514,2014-12-01,0
56649433,2016-12-01,0
44508484,2012-12-01,0
71241095,2015-12-01,0
95342908,2014-12-01,0
59248694,2013-12-01,0
40056601,2013-12-01,1
88281992,2013-12-01,0
98821441,2014-12-01,0
60859470,2014-12-01,0
59452251,2013-12-01,0
97717866,2014-12-01,0
61491394,2012-12-01,0
90192592,2014-12-01,0
57269941,2012-12-01,1
61418305,2015-12-01,0
14752498,2013-12-01,0
16173333,2015-12-01,0
80542084,2013-12-01,0
37127854,2015-12-01,0
12908246,2015-12-01,0
91908771,2015-12-01,0
68804151,2014-12-01,0
82369223,2012-12-01,1
78683272,2015-12-01,0
71518675,2013-12-01,0
56648401,2014-12-01,0
87964710,2014-12-01,0
76193384,2013-12-01,1
77743053,2014-12-01,0
78925552,2014-12-01,0
58330679,2014-12-01,0
90423259,2015-12-01,0
70517070,2012-12-01,0
52413925,2016-12-01,0
57843340,2012-12-01,0
95061246,2016-12-01,0
74813876,2015-12-01,0
81133127,2012-12-01,0
83720358,2012-12-01,0
94307459,2016-12-01,0
74911132,2015-12-01,0
25267272,2016-12-01,0
10734858,2016-12-01,0
85602372,2016-12-01,0
57762859,2015-12-01,0
34077704,2014-12-01,0
44192560,2014-12-01,0
72251492,2014-12-01,0
75544829,2012-12-01,1
23503472,2012-12-01,1
54978593,2013-12-01,0
12550679,2014-12-01,0
30242570,2016-12-01,1
25937010,2014-12-01,1
42336177,2016-12-01,1
88433079,2014-12-01,0
23409591,2014-12-01,0
72765658,2012-12-01,0
47273376,2015-12-01,0
24676541,2013-12-01,0
15548878,2013-12-01,0
76598905,2013-12-01,1
99406635,2016-12-01,0
11144282,2016-12-01,0
57098580,2014-12-01,0
21183485,2016-12-01,0
56084066,2013-12-01,0
59873489,2015-12-01,0
79706887,2013-12-01,0
97889965,2013-12-01,0
91174828,2014-12-01,1
60686210,2014-12-01,1
86441408,2015-12-01,0
39264674,2015-12-01,0
43038046,2014-12-01,0
42147051,2013-12-01,1
23234044,2012-12-01,0
76328243,2012-12-01,0
19943939,2016-12-01,0
61398374,2014-12-01,0
55571436,2014-12-01,0
30364602,2014-12-01,1
47587326,2016-12-01,0
20269580,2015-12-01,0
12201284,2016-12-01,0
17097588,2015-12-01,0
77625519,2013-12-01,1
55323180,2015-12-01,1
93981993,2013-12-01,0
19139962,2015-12-01,1
54284978,2012-12-01,0
53017420,2013-12-01,0
44789318,2013-12-01,0
18757347,2013-12-01,0
89993845,2015-12-01,1
17540849,2013-12-01,0
39573708,2014-12-01,1
91116317,2012-12-01,0
38571786,2014-12-01,0
58308171,2014-12-01,1
24958582,2014-12-01,0
62962868,2015-12-01,0
90575295,2016-12-01,0
40365542,2016-12-01,1
55354324,2016-12-01,0
29775904,2013-12-01,0
49436886,2012-12-01,0
93775968,2012-12-01,0
86641379,2016-12-01,1
52507902,2014-12-01,0
97248676,2014-12-01,0
57097523,2013-12-01,0
24163921,2012-12-01,0
91669885,2016-12-01,0
27064765,2013-12-01,0
65451986,2014-12-01,0
78256692,2012-12-01,0
68418449,2016-12-01,0
82067010,2016-12-01,0
17791982,2013-12-01,0
62962134,2016-12-01,0
54234378,2016-12-01,0
64501400,2014-12-01,0
27124286,2012-12-01,0
14254705,2016-12-01,1
21994906,2016-12-01,0
30610242,2016-12-01,0
47976783,2014-12-01,0
26920664,2013-12-01,0
35791335,2015-12-01,1
23219538,2015-12-01,0
12840253,2016-12-01,0
82463114,2015-12-01,1
37248948,2016-12-01,0
26744239,2014-12-01,0
81406196,2012-12-01,0
96628162,2016-12-01,0
58754841,2016-12-01,0
54827454,2013-12-01,0
92408974,2013-12-01,0
17927459,2014-12-01,0
74773424,2016-12-01,0
35774501,2015-12-01,0
25493281,2013-12-01,0
41251052,2012-12-01,0
17852752,2016-12-01,0
42122343,2014-12-01,0
98508109,2012-12-01,1
10648541,2016-12-01,0
64368858,2016-12-01,0
34708164,2014-12-01,0
52007478,2016-12-01,1
10970113,2015-12-01,1
12979798,2015-12-01,0
32611376,2014-12-01,0
84838734,2015-12-01,0
88185900,2014-12-01,0
19167134,2014-12-01,0
85944915,2014-12-01,0
46323677,2013-12-01,0
58099632,2014-12-01,0
48638672,2015-12-01,0
84310009,2015-12-01,1
50125071,2015-12-01,0
20212636,2016-12-01,0
60922526,2014-12-01,0
53838193,2012-12-01,0
12847675,2013-12-01,0
28260721,2016-12-01,0
52514980,2014-12-01,0
60912686,2013-12-01,0
51468309,2016-12-01,0
84088130,2015-12-01,0
76896436,2016-12-01,0
42409418,2014-12-01,0
59689800,2012-12-01,0
80389489,2016-12-01,0
94063755,2015-12-01,0
38306828,2014-12-01,1
93230482,2015-12-01,0
18700060,2013-12-01,1
30142789,2015-12-01,1
46227887,2016-12-01,0
67283724,2015-12-01,0
84977011,2015-12-01,0
60164069,2016-12-01,0
92643415,2013-12-01,0
10631611,2015-12-01,0
68219095,2015-12-01,0
97633112,2013-12-01,0
81217916,2013-12-01,0
41995914,2016-12-01,0
23335575,2013-12-01,0
49383151,2015-12-01,0
36982025,2015-12-01,0
80474490,2012-12-01,0
76394719,2014-12-01,1
20688719,2016-12-01,0
56299067,2015-12-01,0
18304912,2014-12-01,0
17579137,2014-12-01,0
69708166,2012-12-01,1
92384550,2016-12-01,1
59726348,2014-12-01,0
59412408,2014-12-01,0
54709148,2014-12-01,0
72873124,2015-12-01,0
94219909,2013-12-01,0
79838650,2014-12-01,0
92687240,2013-12-01,0
46169457,2012-12-01,0
80709646,2015-12-01,0
94500645,2014-12-01,0
85515870,2016-12-01,1
69612956,2016-12-01,0
75249569,2016-12-01,1
78019423,2012-12-01,1
69817543,2014-12-01,0
66695238,2013-12-01,0
12761852,2013-12-01,0
11748001,2016-12-01,0
96282262,2012-12-01,0
30634400,2013-12-01,1
17004656,2016-12-01,0
25458463,2015-12-01,1
64450401,2012-12-01,1
34625098,2016-12-01,0
74286095,2016-12-01,1
15697222,2013-12-01,0
68524486,2016-12-01,1
58055203,2013-12-01,1
68262181,2014-12-01,0
33870454,2016-12-01,0
28323330,2012-12-01,0
69732881,2012-12-01,1
99966989,2013-12-01,0
95338981,2012-12-01,0
54752795,2014-12-01,0
63051053,2016-12-01,0
28421299,2014-12-01,0
29244092,2013-12-01,0
77843451,2014-12-01,1
93255562,2015-12-01,0
23617151,2016-12-01,0
64928464,2012-12-01,0
30452390,2014-12-01,1
42875422,2014-12-01,0
47687685,2013-12-01,0
45830436,2014-12-01,0
76453643,2016-12-01,0
41471312,2015-12-01,0
14238196,2012-12-01,0
46663746,2015-12-01,0
41418555,2013-12-01,0
91571919,2016-12-01,0
75495147,2015-12-01,0
11947525,2013-12-01,0
85168180,2015-12-01,0
42096851,2012-12-01,0
89533041,2016-12-01,0
53966599,2014-12-01,0
54129723,2013-12-01,0
96018526,2015-12-01,0
40395613,2012-12-01,0
21518112,2016-12-01,1
93483465,2013-12-01,0
65154554,2015-12-01,0
98870957,2016-12-01,0
66847670,2014-12-01,0
89153020,2014-12-01,1
69477076,2013-12-01,0
90221765,2014-12-01,1
83563018,2014-12-01,1
55222463,2015-12-01,0
56884642,2013-12-01,1
88832241,2016-12-01,0
28294214,2015-12-01,1
52417154,2016-12-01,0
28735053,2012-12-01,1
65118782,2013-12-01,1
35449541,2013-12-01,1
11419472,2016-12-01,1
73944428,2015-12-01,0
41852931,2013-12-01,1
43546197,2014-12-01,0
67123684,2012-12-01,0
82005747,2016-12-01,0
84177263,2012-12-01,0
46387389,2012-12-01,1
49794289,2015-12-01,0
25436062,2015-12-01,0
99900461,2015-12-01,0
69396276,2015-12-01,0
55702040,2012-12-01,0
77194640,2015-12-01,0
84986088,2015-12-01,0
67838520,2013-12-01,0
77442218,2015-12-01,0
34113625,2012-12-01,0
64896169,2012-12-01,0
89018571,2013-12-01,0
81069710,2015-12-01,0
44566692,2013-12-01,0
32253586,2014-12-01,0
97606856,2015-12-01,0
48164852,2016-12-01,0
26755514,2013-12-01,0
37291202,2013-12-01,0
87610928,2015-12-01,1
66336544,2016-12-01,0
59854383,2016-12-01,0
61520629,2013-12-01,0
56900056,2015-12-01,0
42044636,2012-12-01,0
53552908,2015-12-01,0
34920297,2016-12-01,1
51996010,2016-12-01,0
28624999,2014-12-01,0
60254927,2012-12-01,1
93416789,2015-12-01,1
26485371,2016-12-01,1
70397293,2016-12-01,0
21988527,2012-12-01,0
87130403,2016-12-01,0
64168773,2012-12-01,0
79255389,2016-12-01,0
94717111,2012-12-01,0
32313363,2012-12-01,1
27175733,2014-12-01,1
82236430,2015-12-01,0
62903471,2016-12-01,0
21060969,2013-12-01,0
34683689,2013-12-01,0
81641077,2016-12-01,0
93162938,2016-12-01,0
22054607,2016-12-01,0
22962846,2016-12-01,0
28337338,2015-12-01,0
11697482,2016-12-01,0
99697225,2014-12-01,0
79834689,2012-12-01,0
12150435,2012-12-01,0
53449344,2013-12-01,0
44012887,2013-12-01,1
90007492,2016-12-01,1
88305919,2014-12-01,0
46572224,2015-12-01,0
63095782,2012-12-01,0
67120254,2014-12-01,0
92471961,2012-12-01,0
37380586,2015-12-01,0
18822065,2013-12-01,1
17802278,2016-12-01,0
69868165,2015-12-01,1
52128394,2015-12-01,1
72200723,2014-12-01,1
70082777,2013-12-01,0
83052294,2013-12-01,1
93466407,2015-12-01,0
23163194,2014-12-01,1
60934642,2015-12-01,0
44208436,2012-12-01,1
91508125,2012-12-01,0
99593181,2014-12-01,0
16912513,2016-12-01,0
90448925,2013-12-01,0
37195159,2013-12-01,0
75609842,2012-12-01,1
16457542,2012-12-01,0
78380418,2012-12-01,0
19154103,2013-12-01,0
18114379,2014-12-01,1
82881908,2015-12-01,0
20348953,2013-12-01,0
65826780,2013-12-01,1
77571214,2012-12-01,0
35205213,2015-12-01,0
72208933,2013-12-01,0
74043779,2015-12-01,0
70564055,2015-12-01,1
14806003,2015-12-01,0
86781722,2012-12-01,0
14743350,2016-12-01,0
10303856,2013-12-01,1
57201491,2012-12-01,0
88315778,2015-12-01,1
56067316,2016-12-01,0
23582637,2016-12-01,0
19634769,2014-12-01,0
69775931,2013-12-01,0
83680950,2015-12-01,0
47704434,2015-12-01,0
